,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,y_proba
33347,38,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.1
23770,33,Unemployed,single,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.0
20492,33,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
18564,32,Service,single,Mid,no,no,yes,1,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0
1418,49,Service,married,Mid,no,no,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
1536,34,Unskilled,divorced,Degree,no,no,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.1
15459,46,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.0
12505,38,Service,divorced,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
15780,56,Service,married,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.2
14851,50,Retired,married,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3
33911,39,Unskilled,married,Basic,no,no,yes,1,2,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.3
10600,51,Unskilled,married,Basic,unknown,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.1
13639,25,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
9985,39,Service,married,Degree,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
8135,39,Service,single,Degree,unknown,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.0
8932,46,Professional,married,Mid,unknown,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0
23743,35,Service,single,Degree,no,yes,yes,0,4,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.1
14198,40,Unskilled,married,Basic,unknown,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
11905,40,Unskilled,married,Mid,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.1
36094,51,Service,divorced,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.2
39393,32,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,0,0.7
16026,24,Unskilled,married,Degree,no,no,no,1,8,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1
24155,37,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
26697,53,Professional,divorced,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
17975,52,Service,married,Degree,no,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1
36904,60,Retired,divorced,Basic,no,no,no,1,5,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,0,0.7
30243,36,Service,married,Degree,no,yes,yes,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,1,0.7
1784,47,Unskilled,married,Basic,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
1213,48,Unemployed,married,Basic,no,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
28319,24,Student,single,Mid,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.8
6324,38,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
37997,71,Retired,married,Basic,no,yes,no,1,1,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.5
23976,31,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
23451,41,Service,married,Degree,no,no,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
27427,31,Service,single,Degree,no,yes,yes,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.4
40378,27,Student,single,Mid,no,yes,no,1,1,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,0,0.4
11225,24,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
37163,37,Service,married,Degree,no,no,no,1,3,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8
33849,23,Unskilled,single,Mid,no,yes,no,0,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.0
9779,30,Unskilled,married,Mid,no,yes,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4
21978,32,Service,divorced,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
11104,41,Professional,married,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
34337,40,Unskilled,married,Mid,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.0
6515,56,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
38007,71,Retired,married,Basic,no,no,no,1,1,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,0,0.9
40030,48,Service,single,Degree,no,yes,no,1,2,1,success,-1.7,94.215,-40.3,0.79,4991.6,1,0.7
21396,58,unknown,married,Basic,no,yes,no,1,10,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.1
38853,27,Service,married,Mid,no,no,yes,1,7,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.1
39409,61,Service,married,Mid,no,yes,no,1,1,1,failure,-1.8,93.749,-34.6,0.638,5008.7,1,0.5
20164,38,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.818095238095
27805,88,Retired,divorced,Basic,no,yes,yes,1,5,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,1,0.6
8439,32,Service,single,Degree,unknown,no,no,0,12,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
26377,29,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.15
2813,28,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
2875,36,Service,single,unknown,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
13069,24,Service,married,unknown,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
49,45,Unskilled,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
25414,42,Unskilled,married,Basic,no,yes,yes,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
38983,55,Service,married,Mid,no,no,no,1,2,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,0,0.7
16414,31,Unskilled,married,Basic,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
8659,50,Service,married,Mid,unknown,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.1
21597,31,Unemployed,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
22649,39,Service,married,Degree,no,no,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
4203,30,Unskilled,married,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
13320,37,Unskilled,married,Basic,unknown,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
33111,50,Professional,divorced,Degree,no,no,no,0,3,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.2
16298,24,Unskilled,single,unknown,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
27111,55,Service,married,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.1
37162,43,Service,divorced,Basic,no,yes,no,0,2,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.2
631,30,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
14703,44,Unskilled,married,Mid,no,no,no,0,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
12064,33,Service,single,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.3
12230,29,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,0.0
31033,40,Service,married,Mid,no,no,no,1,8,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.0
30278,54,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.15
3248,42,unknown,divorced,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
31275,31,Unskilled,divorced,Basic,no,no,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.3
27695,26,Student,single,Mid,no,yes,yes,1,4,1,failure,-1.8,92.843,-50.0,1.811,5099.1,0,0.7
18809,48,Unskilled,married,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0
24740,31,Professional,married,Degree,no,yes,yes,1,1,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.1
23883,34,Service,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
20416,45,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
6433,52,Service,divorced,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.0
35389,47,Professional,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.0
15431,28,Professional,single,Degree,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.2
29180,38,Unemployed,divorced,Mid,no,yes,yes,1,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.1
21960,29,Service,married,Degree,no,yes,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
21567,33,Service,single,Degree,no,yes,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
14314,36,Unskilled,married,Mid,no,yes,yes,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
29843,31,Service,married,Mid,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
30094,28,Unskilled,single,Mid,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0,0.5
12426,45,Professional,married,unknown,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
11878,28,Unskilled,married,unknown,unknown,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.1
37936,35,Service,divorced,Mid,no,yes,no,1,2,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0,0.8
39486,80,Retired,divorced,Basic,no,yes,no,1,1,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,0,0.5
32023,33,Service,married,Degree,no,no,no,1,5,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
12981,38,Service,married,Degree,no,yes,yes,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
32122,31,Service,married,Mid,no,yes,no,1,5,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
29474,34,Unskilled,married,Mid,no,no,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
20634,31,Service,single,Degree,unknown,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.2
6194,31,Professional,divorced,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
38322,83,Retired,married,Mid,no,no,no,1,2,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0.1
26837,33,Service,single,Degree,no,no,no,1,2,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30044,30,Student,single,unknown,no,yes,no,1,4,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.35
26703,53,Unskilled,married,unknown,no,yes,no,1,5,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38380,55,Professional,married,Degree,no,yes,yes,1,1,2,failure,-3.4,92.431,-26.9,0.739,5017.5,0,0.3
26618,47,Service,married,Mid,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36839,34,Unskilled,married,Basic,no,yes,no,1,2,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.433333333333
12730,33,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
9263,37,Service,married,Degree,no,no,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.4
1174,39,Service,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
21910,53,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
26392,42,Professional,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.9
29779,39,Service,single,Degree,no,yes,yes,1,6,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
23080,37,Service,divorced,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.2
19048,47,Professional,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
36504,59,Unskilled,married,Basic,unknown,no,no,1,1,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,0.2
17228,55,Unemployed,married,Mid,no,yes,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
596,42,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
35452,41,Unskilled,married,Mid,no,no,no,1,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.1
14018,30,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
14233,35,Unskilled,single,Mid,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
16797,31,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0833333333333
10996,41,Service,married,Degree,no,yes,yes,0,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0
3899,41,Unskilled,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
40451,19,Student,single,unknown,no,no,no,1,1,1,failure,-1.7,94.027,-38.3,0.904,4991.6,0,0.3
24177,43,Service,married,Mid,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
1478,40,Professional,married,Mid,no,yes,no,0,6,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.1
40054,33,Service,married,Mid,no,yes,yes,0,2,1,failure,-1.7,94.215,-40.3,0.802,4991.6,1,0.1
1078,44,Professional,married,Basic,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.0
35824,53,Unskilled,married,Degree,no,no,yes,1,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.0
15283,24,Service,single,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.0
39782,29,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,1,0.6
30365,45,Professional,married,Degree,unknown,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.0
18303,40,Professional,single,Degree,no,yes,yes,0,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.1
471,43,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
31267,46,Professional,married,Degree,unknown,no,no,0,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.1
16966,48,Unemployed,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.0
36195,66,unknown,married,Basic,no,yes,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,0.4
35691,37,Service,single,Degree,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.0
38708,28,Service,married,Mid,no,no,no,1,2,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.5
6231,37,Service,single,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
21320,52,Unskilled,married,Basic,unknown,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
32162,57,Retired,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
26059,42,Unskilled,married,Basic,no,yes,no,1,3,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
17681,57,Retired,married,Mid,no,no,no,1,9,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
33348,46,Unskilled,married,Mid,unknown,no,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0
27893,28,Service,single,Degree,no,no,no,1,2,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,1,0.9
23149,48,Service,married,Basic,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
36950,45,Service,married,Degree,no,no,no,1,1,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.458333333333
19914,29,Service,single,Degree,unknown,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
36315,55,Retired,divorced,Degree,no,yes,no,1,2,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.4
27555,34,Service,married,Degree,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
30226,49,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.3
23273,53,unknown,married,Basic,unknown,no,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
27148,52,Service,divorced,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
15609,24,Unskilled,married,Mid,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
3391,41,Service,single,unknown,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
37758,36,Service,single,Mid,no,yes,no,1,1,2,success,-2.9,92.201,-31.4,0.849,5076.2,1,0.5
6698,43,Service,divorced,unknown,no,no,no,0,9,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
19626,44,Unemployed,married,Degree,unknown,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.1
20912,50,Professional,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
31906,49,Service,single,Mid,no,no,yes,1,4,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.2
29358,39,Professional,married,Degree,no,no,yes,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
37629,27,Professional,single,Degree,no,no,no,1,2,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,0.2
32460,29,Service,married,Mid,no,no,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.4
34623,27,Service,single,Mid,no,yes,yes,1,7,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.1
6985,33,Service,married,Degree,no,unknown,unknown,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
3350,35,Unemployed,married,Basic,unknown,unknown,unknown,0,4,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
30675,37,Service,married,Mid,no,yes,no,1,7,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.0
26002,51,Unemployed,divorced,Degree,unknown,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
13315,30,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0944444444444
10157,43,Professional,married,Mid,no,no,no,0,6,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.1
12705,50,Unskilled,divorced,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
9806,41,Service,married,Degree,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
6847,42,Unskilled,married,Basic,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
28335,37,Service,married,Degree,unknown,yes,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.0
40177,60,Service,married,Degree,no,no,no,1,1,2,success,-1.7,94.215,-40.3,0.861,4991.6,1,1.0
22638,39,Unskilled,married,Basic,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
32428,31,Unskilled,married,Basic,no,no,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
13267,26,Service,married,Mid,no,yes,yes,1,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
1566,35,Service,married,Degree,no,yes,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
428,50,unknown,married,unknown,unknown,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
15652,29,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
20351,52,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
7132,31,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
7062,28,Unskilled,married,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
96,42,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
35543,33,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.0
25672,36,Unskilled,married,Mid,no,yes,yes,1,2,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
27121,45,Service,married,Mid,unknown,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.1
10936,24,Unskilled,single,Basic,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.0
21056,46,Service,married,Mid,unknown,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.1
23441,43,Service,single,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
35697,27,Service,single,Mid,no,yes,yes,1,3,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.2
7149,31,Unskilled,married,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
25604,43,Professional,married,Degree,no,yes,yes,1,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,1,0.4
23575,37,Service,married,Degree,unknown,no,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.1
27620,29,Professional,single,Degree,no,yes,no,1,4,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
6039,53,Unskilled,married,Basic,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
7411,37,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0
28159,55,Service,married,Degree,no,yes,no,1,3,2,failure,-1.8,93.075,-47.1,1.466,5099.1,0,0.0
3460,46,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
19788,54,Unskilled,married,Mid,no,yes,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.1
19608,33,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
6043,41,Unskilled,married,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
2265,26,Service,single,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
37081,29,Service,single,unknown,no,yes,yes,1,3,0,nonexistent,-2.9,92.469,-33.6,0.996,5076.2,0,0.5
1162,43,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
28830,33,Unskilled,married,Mid,no,no,no,1,1,1,success,-1.8,93.075,-47.1,1.41,5099.1,0,0.2
12547,40,Service,married,Mid,no,no,yes,1,4,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
20283,39,Service,single,Mid,unknown,yes,no,1,6,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
34853,36,Service,single,Mid,no,yes,yes,1,5,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.0
3628,40,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.0
38123,53,Service,divorced,Degree,no,yes,yes,1,2,1,failure,-3.4,92.379,-29.8,0.741,5017.5,0,0.7
2893,33,Professional,married,Mid,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
12946,33,Unskilled,married,Mid,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
3431,28,Service,single,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2
39710,31,Service,single,Mid,no,unknown,unknown,1,1,3,failure,-1.8,93.876,-40.0,0.695,5008.7,0,0.2
8409,31,Unskilled,married,Mid,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.1
1413,37,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
13108,45,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
